method,evaluation_type,requires_ground_truth,num_samples,num_valid_gt_free_metric_samples,gt_free_metric_success_rate,mean_latency_sec_per_image,median_latency_sec_per_image,throughput_images_per_minute_mean,vertices_finite_ratio_mean,joints_3d_finite_ratio_mean,watertight_rate,connected_components_mean,degenerate_face_ratio_mean,estimated_height_m_mean,estimated_height_m_median,height_plausible_rate,bbox_plausibility_score_mean,betas_l2_norm_mean,betas_abs_max_mean,betas_broad_plausible_rate,global_rot_orth_error_mean,global_rot_det_abs_error_mean,body_pose_rot_orth_error_mean,body_pose_rot_det_abs_error_mean,body_pose_rot_valid_rate_mean,openpose_visible_keypoints_mean,openpose_visibility_ratio_mean,openpose_conf_mean_visible_mean,openpose_reprojection_proxy_px_mean,openpose_reprojection_proxy_norm_by_bbox_mean,openpose_reprojection_proxy_pck_05_bbox_mean,openpose_reprojection_proxy_pck_10_bbox_mean,pairwise_beta_l2_mean,pairwise_beta_l2_min,pairwise_centered_mesh_distance_mean,pairwise_centered_mesh_distance_min,possible_beta_collapse_flag,possible_mesh_collapse_flag
SHAPY,GT-free image/mesh diagnostics,False,22,22,1.0,22.98965630748055,22.513857126235962,2.6098693776677617,1.0,1.0,0.0,3.0,0.0,1.5906339287757874,1.5979989767074585,1.0,1.0,1.6244730286942684,1.0386469933119686,1.0,1.1090674893949428e-07,5.684958320761879e-08,1.356195795914238e-07,8.216234367250999e-08,1.0,23.09090909090909,0.9236363636363638,0.7082545299933543,296.73330477852556,0.85848212267861,0.0,0.0,0.950379791740634,0.1231438225486773,0.005115221786271,0.0004449540856841,0.0,0.0
