method,num_predictions_used_for_diversity,pairwise_beta_l2_mean,pairwise_beta_l2_std,pairwise_beta_l2_min,pairwise_beta_l2_max,pairwise_centered_mesh_distance_mean,pairwise_centered_mesh_distance_std,pairwise_centered_mesh_distance_min,pairwise_centered_mesh_distance_max,nearest_neighbor_beta_l2_mean,nearest_neighbor_centered_mesh_distance_mean,possible_beta_collapse_flag,possible_mesh_collapse_flag
SHAPY,22,0.950379791740634,0.7351482812778607,0.12314382254867738,3.26512433878077,0.0051152217862710835,0.0031706152396825957,0.00044495408568413227,0.014049468330093252,0.3517886024672232,0.00156728261605186,0.0,0.0
