method,num_indexed_samples,num_gt_free_metric_ok,num_gt_free_metric_failed,num_inference_ok,num_inference_failed,inference_success_rate,elapsed_sec_mean,elapsed_sec_std,elapsed_sec_min,elapsed_sec_max,num_vertices_mean,num_vertices_std,num_vertices_min,num_vertices_max,num_faces_mean,num_faces_std,num_faces_min,num_faces_max,vertices_finite_ratio_mean,vertices_finite_ratio_std,vertices_finite_ratio_min,vertices_finite_ratio_max,joints_3d_finite_ratio_mean,joints_3d_finite_ratio_std,joints_3d_finite_ratio_min,joints_3d_finite_ratio_max,estimated_height_m_mean,estimated_height_m_std,estimated_height_m_min,estimated_height_m_max,estimated_body_width_m_mean,estimated_body_width_m_std,estimated_body_width_m_min,estimated_body_width_m_max,estimated_body_depth_m_mean,estimated_body_depth_m_std,estimated_body_depth_m_min,estimated_body_depth_m_max,surface_area_m2_mean,surface_area_m2_std,surface_area_m2_min,surface_area_m2_max,bbox_volume_m3_mean,bbox_volume_m3_std,bbox_volume_m3_min,bbox_volume_m3_max,is_watertight_mean,is_watertight_std,is_watertight_min,is_watertight_max,connected_components_mean,connected_components_std,connected_components_min,connected_components_max,degenerate_face_ratio_mean,degenerate_face_ratio_std,degenerate_face_ratio_min,degenerate_face_ratio_max,unique_edge_length_mean_mean,unique_edge_length_mean_std,unique_edge_length_mean_min,unique_edge_length_mean_max,betas_l2_norm_mean,betas_l2_norm_std,betas_l2_norm_min,betas_l2_norm_max,betas_abs_max_mean,betas_abs_max_std,betas_abs_max_min,betas_abs_max_max,betas_broad_plausible_flag_mean,betas_broad_plausible_flag_std,betas_broad_plausible_flag_min,betas_broad_plausible_flag_max,global_rot_orth_error_mean_mean,global_rot_orth_error_mean_std,global_rot_orth_error_mean_min,global_rot_orth_error_mean_max,global_rot_det_abs_error_mean_mean,global_rot_det_abs_error_mean_std,global_rot_det_abs_error_mean_min,global_rot_det_abs_error_mean_max,global_rot_valid_rate_mean,global_rot_valid_rate_std,global_rot_valid_rate_min,global_rot_valid_rate_max,body_pose_rot_orth_error_mean_mean,body_pose_rot_orth_error_mean_std,body_pose_rot_orth_error_mean_min,body_pose_rot_orth_error_mean_max,body_pose_rot_det_abs_error_mean_mean,body_pose_rot_det_abs_error_mean_std,body_pose_rot_det_abs_error_mean_min,body_pose_rot_det_abs_error_mean_max,body_pose_rot_valid_rate_mean,body_pose_rot_valid_rate_std,body_pose_rot_valid_rate_min,body_pose_rot_valid_rate_max,openpose_visible_keypoints_mean,openpose_visible_keypoints_std,openpose_visible_keypoints_min,openpose_visible_keypoints_max,openpose_visibility_ratio_mean,openpose_visibility_ratio_std,openpose_visibility_ratio_min,openpose_visibility_ratio_max,openpose_conf_mean_visible_mean,openpose_conf_mean_visible_std,openpose_conf_mean_visible_min,openpose_conf_mean_visible_max,openpose_bbox_area_ratio_mean,openpose_bbox_area_ratio_std,openpose_bbox_area_ratio_min,openpose_bbox_area_ratio_max,pred_proj_inside_image_ratio_mean,pred_proj_inside_image_ratio_std,pred_proj_inside_image_ratio_min,pred_proj_inside_image_ratio_max,openpose_reprojection_proxy_px_mean_mean,openpose_reprojection_proxy_px_mean_std,openpose_reprojection_proxy_px_mean_min,openpose_reprojection_proxy_px_mean_max,openpose_reprojection_proxy_norm_by_bbox_mean_mean,openpose_reprojection_proxy_norm_by_bbox_mean_std,openpose_reprojection_proxy_norm_by_bbox_mean_min,openpose_reprojection_proxy_norm_by_bbox_mean_max,openpose_reprojection_proxy_pck_05_bbox_mean,openpose_reprojection_proxy_pck_05_bbox_std,openpose_reprojection_proxy_pck_05_bbox_min,openpose_reprojection_proxy_pck_05_bbox_max,openpose_reprojection_proxy_pck_10_bbox_mean,openpose_reprojection_proxy_pck_10_bbox_std,openpose_reprojection_proxy_pck_10_bbox_min,openpose_reprojection_proxy_pck_10_bbox_max,height_plausible_flag_mean,height_plausible_flag_std,height_plausible_flag_min,height_plausible_flag_max,width_plausible_flag_mean,width_plausible_flag_std,width_plausible_flag_min,width_plausible_flag_max,depth_plausible_flag_mean,depth_plausible_flag_std,depth_plausible_flag_min,depth_plausible_flag_max,bbox_plausibility_score_mean,bbox_plausibility_score_std,bbox_plausibility_score_min,bbox_plausibility_score_max
SHAPY,22,22,0,22,0,1.0,22.98965630748055,4.781182911102949,16.152265548706055,37.07257318496704,10475.0,0.0,10475.0,10475.0,20908.0,0.0,20908.0,20908.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.5906339287757874,0.05878102298826074,1.393012821674347,1.6605942845344543,0.6691434410485354,0.05413600474017675,0.6071824729442596,0.8537068068981171,0.7092071331360124,0.02402831099865177,0.6432352066040039,0.7547548413276672,1.7308080082493453,0.04425204501776591,1.684891484317509,1.8648511820707891,0.7553780841235981,0.0758809852292191,0.5940324656961188,0.9371881916419644,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.011487026200126068,0.0001176033092311698,0.0113599402243237,0.0118028055316473,1.6244730286942684,0.31886048906019687,1.2947271317114375,2.900289846084537,1.0386469933119686,0.2174431701753589,0.6894614100456238,1.6763827800750732,1.0,0.0,1.0,1.0,1.1090674893949428e-07,6.521208441234694e-08,2.597225120194827e-08,2.3180493043344745e-07,5.684958320761879e-08,5.66672806784137e-08,1.6615863129842976e-09,1.761668955158058e-07,1.0,0.0,1.0,1.0,1.356195795914238e-07,1.2058769934387548e-08,1.1090409689472969e-07,1.617561837252374e-07,8.216234367250999e-08,9.709328220887607e-09,6.70484583779422e-08,9.703948884654509e-08,1.0,0.0,1.0,1.0,23.09090909090909,3.5038630505566677,14.0,25.0,0.9236363636363638,0.1401545220222667,0.56,1.0,0.7082545299933543,0.06079528410675516,0.574346,0.8012548799999999,0.3051951625189492,0.11088391341756262,0.1518198740311804,0.6666934064893334,0.010347376201034729,0.020100471597971115,0.0,0.073170731707317,296.73330477852556,31.846875788859453,247.4882138372333,357.26619350476204,0.85848212267861,0.1475940831103276,0.5849339726301521,1.2439528763580294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
